,vote_fraction,n_votes,is_consistent
2020-08-31 22:00:05+00:00,0.0,0,False
2020-08-31 22:00:10+00:00,0.0,0,False
2020-08-31 22:00:15+00:00,0.0,0,False
2020-08-31 22:00:20+00:00,0.0,0,False
2020-08-31 22:00:25+00:00,0.0,0,False
2020-08-31 22:00:30+00:00,0.0,0,False
2020-08-31 22:00:35+00:00,0.0,0,False
2020-08-31 22:00:40+00:00,0.0,0,False
2020-08-31 22:00:45+00:00,0.0,0,False
2020-08-31 22:00:50+00:00,0.0,0,False
2020-08-31 22:00:55+00:00,0.0,0,False
2020-08-31 22:01:00+00:00,0.0,0,False
2020-08-31 22:01:05+00:00,0.0,0,False
2020-08-31 22:01:10+00:00,0.0,0,False
2020-08-31 22:01:15+00:00,0.0,0,False
2020-08-31 22:01:20+00:00,0.0,0,False
2020-08-31 22:01:25+00:00,0.0,0,False
2020-08-31 22:01:30+00:00,0.0,0,False
2020-08-31 22:01:35+00:00,0.0,0,False
2020-08-31 22:01:40+00:00,0.0,0,False
2020-08-31 22:01:45+00:00,0.0,0,False
2020-08-31 22:01:50+00:00,0.0,0,False
2020-08-31 22:01:55+00:00,0.0,0,False
2020-08-31 22:02:00+00:00,0.0,0,False
2020-08-31 22:02:05+00:00,0.0,0,False
2020-08-31 22:02:10+00:00,0.0,0,False
2020-08-31 22:02:15+00:00,0.0,0,False
2020-08-31 22:02:20+00:00,0.0,0,False
2020-08-31 22:02:25+00:00,0.0,0,False
2020-08-31 22:02:30+00:00,0.0,0,False
2020-08-31 22:02:35+00:00,0.0,0,False
2020-08-31 22:02:40+00:00,0.0,0,False
2020-08-31 22:02:45+00:00,0.0,0,False
2020-08-31 22:02:50+00:00,0.0,0,False
2020-08-31 22:02:55+00:00,0.0,0,False
2020-08-31 22:03:00+00:00,0.0,0,False
2020-08-31 22:03:05+00:00,0.0,0,False
2020-08-31 22:03:10+00:00,0.0,0,False
2020-08-31 22:03:15+00:00,0.0,0,False
2020-08-31 22:03:20+00:00,0.0,0,False
2020-08-31 22:03:25+00:00,0.0,0,False
2020-08-31 22:03:30+00:00,0.0,0,False
2020-08-31 22:03:35+00:00,0.0,0,False
2020-08-31 22:03:40+00:00,0.0,0,False
2020-08-31 22:03:45+00:00,0.0,0,False
2020-08-31 22:03:50+00:00,0.0,0,False
2020-08-31 22:03:55+00:00,0.0,0,False
2020-08-31 22:04:00+00:00,0.0,0,False
2020-08-31 22:04:05+00:00,0.0,0,False
2020-08-31 22:04:10+00:00,0.0,0,False
2020-08-31 22:04:15+00:00,0.0,0,False
2020-08-31 22:04:20+00:00,0.0,0,False
2020-08-31 22:04:25+00:00,0.0,0,False
2020-08-31 22:04:30+00:00,0.0,0,False
2020-08-31 22:04:35+00:00,0.0,0,False
2020-08-31 22:04:40+00:00,0.0,0,False
2020-08-31 22:04:45+00:00,0.0,0,False
2020-08-31 22:04:50+00:00,0.0,0,False
2020-08-31 22:04:55+00:00,0.0,0,False
2020-08-31 22:05:00+00:00,0.0,0,False
2020-08-31 22:05:05+00:00,0.0,0,False
2020-08-31 22:05:10+00:00,0.0,0,False
2020-08-31 22:05:15+00:00,0.0,0,False
2020-08-31 22:05:20+00:00,0.0,0,False
2020-08-31 22:05:25+00:00,0.0,0,False
2020-08-31 22:05:30+00:00,0.0,0,False
2020-08-31 22:05:35+00:00,0.0,0,False
2020-08-31 22:05:40+00:00,0.0,0,False
2020-08-31 22:05:45+00:00,0.0,0,False
2020-08-31 22:05:50+00:00,0.0,0,False
2020-08-31 22:05:55+00:00,0.0,0,False
2020-08-31 22:06:00+00:00,0.0,0,False
2020-08-31 22:06:05+00:00,0.0,0,False
2020-08-31 22:06:10+00:00,0.0,0,False
2020-08-31 22:06:15+00:00,0.0,0,False
2020-08-31 22:06:20+00:00,0.0,0,False
2020-08-31 22:06:25+00:00,0.0,0,False
2020-08-31 22:06:30+00:00,0.0,0,False
2020-08-31 22:06:35+00:00,0.0,0,False
2020-08-31 22:06:40+00:00,0.0,0,False
2020-08-31 22:06:45+00:00,0.0,0,False
2020-08-31 22:06:50+00:00,0.0,0,False
2020-08-31 22:06:55+00:00,0.0,0,False
2020-08-31 22:07:00+00:00,0.0,0,False
2020-08-31 22:07:05+00:00,0.0,0,False
2020-08-31 22:07:10+00:00,0.0,0,False
2020-08-31 22:07:15+00:00,0.0,0,False
2020-08-31 22:07:20+00:00,0.0,0,False
2020-08-31 22:07:25+00:00,0.0,0,False
2020-08-31 22:07:30+00:00,0.0,0,False
2020-08-31 22:07:35+00:00,0.0,0,False
2020-08-31 22:07:40+00:00,0.0,0,False
2020-08-31 22:07:45+00:00,0.0,0,False
2020-08-31 22:07:50+00:00,0.0,0,False
2020-08-31 22:07:55+00:00,0.0,0,False
2020-08-31 22:08:00+00:00,0.0,0,False
2020-08-31 22:08:05+00:00,0.0,0,False
2020-08-31 22:08:10+00:00,0.0,0,False
2020-08-31 22:08:15+00:00,0.0,0,False
2020-08-31 22:08:20+00:00,0.0,0,False
2020-08-31 22:08:25+00:00,0.0,0,False
2020-08-31 22:08:30+00:00,0.0,0,False
2020-08-31 22:08:35+00:00,0.0,0,False
2020-08-31 22:08:40+00:00,0.0,0,False
2020-08-31 22:08:45+00:00,0.0,0,False
2020-08-31 22:08:50+00:00,0.0,0,False
2020-08-31 22:08:55+00:00,0.0,0,False
2020-08-31 22:09:00+00:00,0.0,0,False
2020-08-31 22:09:05+00:00,0.0,0,False
2020-08-31 22:09:10+00:00,0.0,0,False
2020-08-31 22:09:15+00:00,0.0,0,False
2020-08-31 22:09:20+00:00,0.0,0,False
2020-08-31 22:09:25+00:00,0.0,0,False
2020-08-31 22:09:30+00:00,0.0,0,False
2020-08-31 22:09:35+00:00,0.0,0,False
2020-08-31 22:09:40+00:00,0.0,0,False
2020-08-31 22:09:45+00:00,0.0,0,False
2020-08-31 22:09:50+00:00,0.0,0,False
2020-08-31 22:09:55+00:00,0.0,0,False
2020-08-31 22:10:00+00:00,0.0,0,False
2020-08-31 22:10:05+00:00,0.0,0,False
2020-08-31 22:10:10+00:00,0.0,0,False
2020-08-31 22:10:15+00:00,0.0,0,False
2020-08-31 22:10:20+00:00,0.0,0,False
2020-08-31 22:10:25+00:00,0.0,0,False
2020-08-31 22:10:30+00:00,0.0,0,False
2020-08-31 22:10:35+00:00,0.0,0,False
2020-08-31 22:10:40+00:00,0.0,0,False
2020-08-31 22:10:45+00:00,0.0,0,False
2020-08-31 22:10:50+00:00,0.0,0,False
2020-08-31 22:10:55+00:00,0.0,0,False
2020-08-31 22:11:00+00:00,0.0,0,False
2020-08-31 22:11:05+00:00,0.0,0,False
2020-08-31 22:11:10+00:00,0.0,0,False
2020-08-31 22:11:15+00:00,0.0,0,False
2020-08-31 22:11:20+00:00,0.0,0,False
2020-08-31 22:11:25+00:00,0.0,0,False
2020-08-31 22:11:30+00:00,0.0,0,False
2020-08-31 22:11:35+00:00,0.0,0,False
2020-08-31 22:11:40+00:00,0.0,0,False
2020-08-31 22:11:45+00:00,0.0,0,False
2020-08-31 22:11:50+00:00,0.0,0,False
2020-08-31 22:11:55+00:00,0.0,0,False
2020-08-31 22:12:00+00:00,0.0,0,False
2020-08-31 22:12:05+00:00,0.0,0,False
2020-08-31 22:12:10+00:00,0.0,0,False
2020-08-31 22:12:15+00:00,0.0,0,False
2020-08-31 22:12:20+00:00,0.0,0,False
2020-08-31 22:12:25+00:00,0.0,0,False
2020-08-31 22:12:30+00:00,0.0,0,False
2020-08-31 22:12:35+00:00,0.0,0,False
2020-08-31 22:12:40+00:00,0.0,0,False
2020-08-31 22:12:45+00:00,0.0,0,False
2020-08-31 22:12:50+00:00,0.0,0,False
2020-08-31 22:12:55+00:00,0.0,0,False
2020-08-31 22:13:00+00:00,0.0,0,False
2020-08-31 22:13:05+00:00,0.0,0,False
2020-08-31 22:13:10+00:00,0.0,0,False
2020-08-31 22:13:15+00:00,0.0,0,False
2020-08-31 22:13:20+00:00,0.0,0,False
2020-08-31 22:13:25+00:00,0.0,0,False
2020-08-31 22:13:30+00:00,0.0,0,False
2020-08-31 22:13:35+00:00,0.0,0,False
2020-08-31 22:13:40+00:00,0.0,0,False
2020-08-31 22:13:45+00:00,0.0,0,False
2020-08-31 22:13:50+00:00,0.0,0,False
2020-08-31 22:13:55+00:00,0.0,0,False
2020-08-31 22:14:00+00:00,0.0,0,False
2020-08-31 22:14:05+00:00,0.0,0,False
2020-08-31 22:14:10+00:00,0.0,0,False
2020-08-31 22:14:15+00:00,0.0,0,False
2020-08-31 22:14:20+00:00,0.0,0,False
2020-08-31 22:14:25+00:00,0.0,0,False
2020-08-31 22:14:30+00:00,0.0,0,False
2020-08-31 22:14:35+00:00,0.0,0,False
2020-08-31 22:14:40+00:00,0.0,0,False
2020-08-31 22:14:45+00:00,0.0,0,False
2020-08-31 22:15:00+00:00,0.0,0,False
2020-08-31 22:15:05+00:00,0.0,0,False
2020-08-31 22:15:10+00:00,0.0,0,False
2020-08-31 22:15:15+00:00,0.0,0,False
2020-08-31 22:15:20+00:00,0.0,0,False
2020-08-31 22:15:25+00:00,0.0,0,False
2020-08-31 22:15:30+00:00,0.0,0,False
2020-08-31 22:15:35+00:00,0.0,0,False
2020-08-31 22:15:40+00:00,0.0,0,False
2020-08-31 22:15:45+00:00,0.0,0,False
2020-08-31 22:15:50+00:00,0.0,0,False
2020-08-31 22:15:55+00:00,0.0,0,False
2020-08-31 22:16:00+00:00,0.0,0,False
2020-08-31 22:16:05+00:00,0.0,0,False
2020-08-31 22:16:10+00:00,0.0,0,False
2020-08-31 22:16:15+00:00,0.0,0,False
2020-08-31 22:16:20+00:00,0.0,0,False
2020-08-31 22:16:25+00:00,0.0,0,False
2020-08-31 22:16:30+00:00,0.0,0,False
2020-08-31 22:16:35+00:00,0.0,0,False
2020-08-31 22:16:40+00:00,0.0,0,False
2020-08-31 22:16:45+00:00,0.0,0,False
2020-08-31 22:16:50+00:00,0.0,0,False
2020-08-31 22:16:55+00:00,0.0,0,False
2020-08-31 22:17:00+00:00,0.0,0,False
2020-08-31 22:17:05+00:00,0.0,0,False
2020-08-31 22:17:10+00:00,0.0,0,False
2020-08-31 22:17:15+00:00,0.0,0,False
2020-08-31 22:17:20+00:00,0.0,0,False
2020-08-31 22:17:25+00:00,0.0,0,False
2020-08-31 22:17:30+00:00,0.0,0,False
2020-08-31 22:17:35+00:00,0.0,0,False
2020-08-31 22:17:40+00:00,0.0,0,False
2020-08-31 22:17:45+00:00,0.0,0,False
2020-08-31 22:17:50+00:00,0.0,0,False
2020-08-31 22:17:55+00:00,0.0,0,False
2020-08-31 22:18:00+00:00,0.0,0,False
2020-08-31 22:18:05+00:00,0.0,0,False
2020-08-31 22:18:10+00:00,0.0,0,False
2020-08-31 22:18:15+00:00,0.0,0,False
2020-08-31 22:18:20+00:00,0.0,0,False
2020-08-31 22:18:25+00:00,0.0,0,False
2020-08-31 22:18:30+00:00,0.0,0,False
2020-08-31 22:18:35+00:00,0.0,0,False
2020-08-31 22:18:40+00:00,0.0,0,False
2020-08-31 22:18:45+00:00,0.0,0,False
2020-08-31 22:18:50+00:00,0.0,0,False
2020-08-31 22:18:55+00:00,0.0,0,False
2020-08-31 22:19:00+00:00,0.0,0,False
2020-08-31 22:19:05+00:00,0.0,0,False
2020-08-31 22:19:10+00:00,0.0,0,False
2020-08-31 22:19:15+00:00,0.0,0,False
2020-08-31 22:19:20+00:00,0.0,0,False
2020-08-31 22:19:25+00:00,0.0,0,False
2020-08-31 22:19:30+00:00,0.0,0,False
2020-08-31 22:19:35+00:00,0.0,0,False
2020-08-31 22:19:40+00:00,0.0,0,False
2020-08-31 22:19:45+00:00,0.0,0,False
2020-08-31 22:19:50+00:00,0.0,0,False
2020-08-31 22:19:55+00:00,0.0,0,False
2020-08-31 22:20:00+00:00,0.0,0,False
2020-08-31 22:20:05+00:00,0.0,0,False
2020-08-31 22:20:10+00:00,0.0,0,False
2020-08-31 22:20:15+00:00,0.0,0,False
2020-08-31 22:20:20+00:00,0.0,0,False
2020-08-31 22:20:25+00:00,0.0,0,False
2020-08-31 22:20:30+00:00,0.0,0,False
2020-08-31 22:20:35+00:00,0.0,0,False
2020-08-31 22:20:40+00:00,0.0,0,False
2020-08-31 22:20:45+00:00,0.0,0,False
2020-08-31 22:20:50+00:00,0.0,0,False
2020-08-31 22:20:55+00:00,0.0,0,False
2020-08-31 22:21:00+00:00,0.0,0,False
2020-08-31 22:21:05+00:00,0.0,0,False
2020-08-31 22:21:10+00:00,0.0,0,False
2020-08-31 22:21:15+00:00,0.0,0,False
2020-08-31 22:21:20+00:00,0.0,0,False
2020-08-31 22:21:25+00:00,0.0,0,False
2020-08-31 22:21:30+00:00,0.0,0,False
2020-08-31 22:21:35+00:00,0.0,0,False
2020-08-31 22:21:40+00:00,0.0,0,False
2020-08-31 22:21:45+00:00,0.0,0,False
2020-08-31 22:21:50+00:00,0.0,0,False
2020-08-31 22:21:55+00:00,0.0,0,False
2020-08-31 22:22:00+00:00,0.0,0,False
2020-08-31 22:22:05+00:00,0.0,0,False
2020-08-31 22:22:10+00:00,0.0,0,False
2020-08-31 22:22:15+00:00,0.0,0,False
2020-08-31 22:22:20+00:00,0.0,0,False
2020-08-31 22:22:25+00:00,0.0,0,False
2020-08-31 22:22:30+00:00,0.0,0,False
2020-08-31 22:22:35+00:00,0.0,0,False
2020-08-31 22:22:40+00:00,0.0,0,False
2020-08-31 22:22:45+00:00,0.0,0,False
2020-08-31 22:22:50+00:00,0.0,0,False
2020-08-31 22:22:55+00:00,0.0,0,False
2020-08-31 22:23:00+00:00,0.0,0,False
2020-08-31 22:23:05+00:00,0.0,0,False
2020-08-31 22:23:10+00:00,0.0,0,False
2020-08-31 22:23:15+00:00,0.0,0,False
2020-08-31 22:23:20+00:00,0.0,0,False
2020-08-31 22:23:25+00:00,0.0,0,False
2020-08-31 22:23:30+00:00,0.0,0,False
2020-08-31 22:23:35+00:00,0.0,0,False
2020-08-31 22:23:40+00:00,0.0,0,False
2020-08-31 22:23:45+00:00,0.0,0,False
2020-08-31 22:23:50+00:00,0.0,0,False
2020-08-31 22:23:55+00:00,0.0,0,False
2020-08-31 22:24:00+00:00,0.0,0,False
2020-08-31 22:24:05+00:00,0.0,0,False
2020-08-31 22:24:10+00:00,0.0,0,False
2020-08-31 22:24:15+00:00,0.0,0,False
2020-08-31 22:24:20+00:00,0.0,0,False
2020-08-31 22:24:25+00:00,0.0,0,False
2020-08-31 22:24:30+00:00,0.0,0,False
2020-08-31 22:24:35+00:00,0.0,0,False
2020-08-31 22:24:40+00:00,0.0,0,False
2020-08-31 22:24:45+00:00,0.0,0,False
2020-08-31 22:24:50+00:00,0.0,0,False
2020-08-31 22:24:55+00:00,0.0,0,False
2020-08-31 22:25:00+00:00,0.0,0,False
2020-08-31 22:25:05+00:00,0.0,0,False
2020-08-31 22:25:10+00:00,0.0,0,False
2020-08-31 22:25:15+00:00,0.0,0,False
2020-08-31 22:25:20+00:00,0.0,0,False
2020-08-31 22:25:25+00:00,0.0,0,False
2020-08-31 22:25:30+00:00,0.0,0,False
2020-08-31 22:25:35+00:00,0.0,0,False
2020-08-31 22:25:40+00:00,0.0,0,False
2020-08-31 22:25:45+00:00,0.0,0,False
2020-08-31 22:25:50+00:00,0.0,0,False
2020-08-31 22:25:55+00:00,0.0,0,False
2020-08-31 22:26:00+00:00,0.0,0,False
2020-08-31 22:26:05+00:00,0.0,0,False
2020-08-31 22:26:10+00:00,0.0,0,False
2020-08-31 22:26:15+00:00,0.0,0,False
2020-08-31 22:26:20+00:00,0.0,0,False
2020-08-31 22:26:25+00:00,0.0,0,False
2020-08-31 22:26:30+00:00,0.0,0,False
2020-08-31 22:26:35+00:00,0.0,0,False
2020-08-31 22:26:40+00:00,0.0,0,False
2020-08-31 22:26:45+00:00,0.0,0,False
2020-08-31 22:26:50+00:00,0.0,0,False
2020-08-31 22:26:55+00:00,0.0,0,False
2020-08-31 22:27:00+00:00,0.0,0,False
2020-08-31 22:27:05+00:00,0.0,0,False
2020-08-31 22:27:10+00:00,0.0,0,False
2020-08-31 22:27:15+00:00,0.0,0,False
2020-08-31 22:27:20+00:00,0.0,0,False
2020-08-31 22:27:25+00:00,0.0,0,False
2020-08-31 22:27:30+00:00,0.0,0,False
2020-08-31 22:27:35+00:00,0.0,0,False
2020-08-31 22:27:40+00:00,0.0,0,False
2020-08-31 22:27:45+00:00,0.0,0,False
2020-08-31 22:27:50+00:00,0.0,0,False
2020-08-31 22:27:55+00:00,0.0,0,False
2020-08-31 22:28:00+00:00,0.0,0,False
2020-08-31 22:28:05+00:00,0.0,0,False
2020-08-31 22:28:10+00:00,0.0,0,False
2020-08-31 22:28:15+00:00,0.0,0,False
2020-08-31 22:28:20+00:00,0.0,0,False
2020-08-31 22:28:25+00:00,0.0,0,False
2020-08-31 22:28:30+00:00,0.0,0,False
2020-08-31 22:28:35+00:00,0.0,0,False
2020-08-31 22:28:40+00:00,0.0,0,False
2020-08-31 22:28:45+00:00,0.0,0,False
2020-08-31 22:28:50+00:00,0.0,0,False
2020-08-31 22:28:55+00:00,0.0,0,False
2020-08-31 22:29:00+00:00,0.0,0,False
2020-08-31 22:29:05+00:00,0.0,0,False
2020-08-31 22:29:10+00:00,0.0,0,False
2020-08-31 22:29:15+00:00,0.0,0,False
2020-08-31 22:29:20+00:00,0.0,0,False
2020-08-31 22:29:25+00:00,0.0,0,False
2020-08-31 22:29:30+00:00,0.0,0,False
2020-08-31 22:29:35+00:00,0.0,0,False
2020-08-31 22:29:40+00:00,0.0,0,False
2020-08-31 22:29:45+00:00,0.0,0,False
2020-08-31 22:29:50+00:00,0.0,0,False
2020-08-31 22:29:55+00:00,0.0,0,False
2020-08-31 22:30:00+00:00,0.0,0,False
2020-08-31 22:30:05+00:00,0.0,0,False
2020-08-31 22:30:10+00:00,0.0,0,False
2020-08-31 22:30:15+00:00,0.0,0,False
2020-08-31 22:30:20+00:00,0.0,0,False
2020-08-31 22:30:25+00:00,0.0,0,False
2020-08-31 22:30:30+00:00,0.0,0,False
2020-08-31 22:30:35+00:00,0.0,0,False
2020-08-31 22:30:40+00:00,0.0,0,False
2020-08-31 22:30:45+00:00,0.0,0,False
2020-08-31 22:30:50+00:00,0.0,0,False
2020-08-31 22:30:55+00:00,0.0,0,False
2020-08-31 22:31:00+00:00,0.0,0,False
2020-08-31 22:31:05+00:00,0.0,0,False
2020-08-31 22:31:10+00:00,0.0,0,False
2020-08-31 22:31:15+00:00,0.0,0,False
2020-08-31 22:31:20+00:00,0.0,0,False
2020-08-31 22:31:25+00:00,0.0,0,False
2020-08-31 22:31:30+00:00,0.0,0,False
2020-08-31 22:31:35+00:00,0.0,0,False
2020-08-31 22:31:40+00:00,0.0,0,False
2020-08-31 22:31:45+00:00,0.0,0,False
2020-08-31 22:31:50+00:00,0.0,0,False
2020-08-31 22:31:55+00:00,0.0,0,False
2020-08-31 22:32:00+00:00,0.0,0,False
2020-08-31 22:32:05+00:00,0.0,0,False
2020-08-31 22:32:10+00:00,0.0,0,False
2020-08-31 22:32:15+00:00,0.0,0,False
2020-08-31 22:32:20+00:00,0.0,0,False
2020-08-31 22:32:25+00:00,0.0,0,False
2020-08-31 22:32:30+00:00,0.0,0,False
2020-08-31 22:32:35+00:00,0.0,0,False
2020-08-31 22:32:40+00:00,0.0,0,False
2020-08-31 22:32:45+00:00,0.0,0,False
2020-08-31 22:32:50+00:00,0.0,0,False
2020-08-31 22:32:55+00:00,0.0,0,False
2020-08-31 22:33:00+00:00,0.0,0,False
2020-08-31 22:33:05+00:00,0.0,0,False
2020-08-31 22:33:10+00:00,0.0,0,False
2020-08-31 22:33:15+00:00,0.0,0,False
2020-08-31 22:33:20+00:00,0.0,0,False
2020-08-31 22:33:25+00:00,0.0,0,False
2020-08-31 22:33:30+00:00,0.0,0,False
2020-08-31 22:33:35+00:00,0.0,0,False
2020-08-31 22:33:40+00:00,0.0,0,False
2020-08-31 22:33:55+00:00,0.0,0,False
2020-08-31 22:34:00+00:00,0.0,0,False
2020-08-31 22:34:05+00:00,0.0,0,False
2020-08-31 22:34:10+00:00,0.0,0,False
2020-08-31 22:34:15+00:00,0.0,0,False
2020-08-31 22:34:20+00:00,0.0,0,False
2020-08-31 22:34:25+00:00,0.0,0,False
2020-08-31 22:34:30+00:00,0.0,0,False
2020-08-31 22:34:35+00:00,0.0,0,False
2020-08-31 22:34:40+00:00,0.0,0,False
2020-08-31 22:34:45+00:00,0.0,0,False
2020-08-31 22:34:50+00:00,0.0,0,False
2020-08-31 22:34:55+00:00,0.0,0,False
2020-08-31 22:35:00+00:00,0.0,0,False
2020-08-31 22:35:05+00:00,0.0,0,False
2020-08-31 22:35:10+00:00,0.0,0,False
2020-08-31 22:35:15+00:00,0.0,0,False
2020-08-31 22:35:20+00:00,0.0,0,False
2020-08-31 22:35:25+00:00,0.0,0,False
2020-08-31 22:35:30+00:00,0.0,0,False
2020-08-31 22:35:35+00:00,0.0,0,False
2020-08-31 22:35:40+00:00,0.0,0,False
2020-08-31 22:35:45+00:00,0.0,0,False
2020-08-31 22:35:50+00:00,0.0,0,False
2020-08-31 22:35:55+00:00,0.0,0,False
2020-08-31 22:36:00+00:00,0.0,0,False
2020-08-31 22:36:05+00:00,0.0,0,False
2020-08-31 22:36:10+00:00,0.0,0,False
2020-08-31 22:36:15+00:00,0.0,0,False
2020-08-31 22:36:20+00:00,0.0,0,False
2020-08-31 22:36:25+00:00,0.0,0,False
2020-08-31 22:36:30+00:00,0.0,0,False
2020-08-31 22:36:35+00:00,0.0,0,False
2020-08-31 22:36:40+00:00,0.0,0,False
2020-08-31 22:36:45+00:00,0.0,0,False
2020-08-31 22:36:50+00:00,0.0,0,False
2020-08-31 22:36:55+00:00,0.0,0,False
2020-08-31 22:37:00+00:00,0.0,0,False
2020-08-31 22:37:05+00:00,0.0,0,False
2020-08-31 22:37:10+00:00,0.0,0,False
2020-08-31 22:37:15+00:00,0.0,0,False
2020-08-31 22:37:20+00:00,0.0,0,False
2020-08-31 22:37:25+00:00,0.0,0,False
2020-08-31 22:37:30+00:00,0.0,0,False
2020-08-31 22:37:35+00:00,0.0,0,False
2020-08-31 22:37:40+00:00,0.0,0,False
2020-08-31 22:37:45+00:00,0.0,0,False
2020-08-31 22:37:50+00:00,0.0,0,False
2020-08-31 22:37:55+00:00,0.0,0,False
2020-08-31 22:38:00+00:00,0.0,0,False
2020-08-31 22:38:05+00:00,0.0,0,False
2020-08-31 22:38:10+00:00,0.0,0,False
2020-08-31 22:38:15+00:00,0.0,0,False
2020-08-31 22:38:20+00:00,0.0,0,False
2020-08-31 22:38:25+00:00,0.0,0,False
2020-08-31 22:38:30+00:00,0.0,0,False
2020-08-31 22:38:35+00:00,0.0,0,False
2020-08-31 22:38:40+00:00,0.0,0,False
2020-08-31 22:38:45+00:00,0.0,0,False
2020-08-31 22:38:50+00:00,0.0,0,False
2020-08-31 22:38:55+00:00,0.0,0,False
2020-08-31 22:39:00+00:00,0.0,0,False
2020-08-31 22:39:05+00:00,0.0,0,False
2020-08-31 22:39:10+00:00,0.0,0,False
2020-08-31 22:39:15+00:00,0.0,0,False
2020-08-31 22:39:20+00:00,0.0,0,False
2020-08-31 22:39:25+00:00,0.0,0,False
2020-08-31 22:39:30+00:00,0.0,0,False
2020-08-31 22:39:35+00:00,0.0,0,False
2020-08-31 22:39:40+00:00,0.0,0,False
2020-08-31 22:39:45+00:00,0.0,0,False
2020-08-31 22:39:50+00:00,0.0,0,False
2020-08-31 22:39:55+00:00,0.0,0,False
2020-08-31 22:40:00+00:00,0.0,0,False
2020-08-31 22:40:05+00:00,0.0,0,False
